"Reporting starts","Reporting ends","Ad name","Ad delivery",Results,"Result indicator","Cost per results","Ad set budget","Ad set budget type","Amount spent (LKR)",Impressions,Reach,Ends,"Attribution setting",Bid,"Bid type","Last significant edit","Quality ranking","Engagement rate ranking","Conversion rate ranking","Ad set name"
2023-03-08,2026-04-08,,0,,,,0,0,23629805.08,273727592,10666314,,"Multiple attribution settings",0,0,0,-,-,-,
2023-03-08,2026-04-08,"Peoples Bank Fresh - Week 3 | ABO | Conversion | August 2024",not_delivering,4,actions:offsite_conversion.fb_pixel_purchase,246.2625,4000,Lifetime,985.05,4459,3317,2024-08-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Peoples Bank Fresh - Week 3 | ABO | Conversion | August 2024"
2023-03-08,2026-04-08,"Union - Week 3 | ABO | Conversion | August 2024",not_delivering,,,,8000,Lifetime,867.9,4087,2931,2024-08-25,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Union/BOC - Week 3 | ABO | Conversion | August 2024"
2023-03-08,2026-04-08,"BOC - Week 3 | ABO | Conversion | August 2024",not_delivering,,,,8000,Lifetime,1051.89,4948,3541,2024-08-25,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Union/BOC - Week 3 | ABO | Conversion | August 2024"
2023-03-08,2026-04-08,"Peoples Bank - Week 3 | Maashie | ABO | Conversion | August 2024",not_delivering,1,actions:offsite_conversion.fb_pixel_purchase,1958.32,4000,Lifetime,1958.32,6907,4717,2024-08-20,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Peoples Bank - Week 3 | ABO | Conversion | August 2024"
2023-03-08,2026-04-08,"Peoples Bank - Week 4 | Maashie | ABO | Conversion | August 2024",not_delivering,1,actions:offsite_conversion.fb_pixel_purchase,1804.52,4000,Lifetime,1804.52,6263,4447,2024-08-27,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Peoples Bank - Week 4 | ABO | Conversion | August 2024"
2023-03-08,2026-04-08,"Com Bank - Week 3 | Maashie | ABO | Conversion | August 2024",not_delivering,7,actions:offsite_conversion.fb_pixel_purchase,1156.83285714,15000,Lifetime,8097.83,39158,29765,2024-08-22,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Com Bank - Week 3 | ABO | Conversion | August 2024"
2023-03-08,2026-04-08,"Pan Asia Bank - Week 3 | Maashie | ABO | Conversion | August 2024",not_delivering,17,actions:offsite_conversion.fb_pixel_purchase,140.68764706,4000,Lifetime,2391.69,8682,6834,2024-08-22,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Pan Asia Bank - Week 3 | ABO | Conversion | August 2024"
2023-03-08,2026-04-08,"Kettles | OIC | Conversion | August 2024",not_delivering,1,actions:offsite_conversion.fb_pixel_purchase,2631.87,5000,Lifetime,2631.87,15669,8993,2024-08-31,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"OI Conversion | Conversion | August 2024"
2023-03-08,2026-04-08,"Noodles | OIC | Conversion | August 2024",not_delivering,4,actions:offsite_conversion.fb_pixel_purchase,435.2725,5000,Lifetime,1741.09,9771,5862,2024-08-31,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"OI Conversion | Conversion | August 2024"
2023-03-08,2026-04-08,"Spices | OIC | Conversion | August 2024",not_delivering,,,,5000,Lifetime,627.04,3772,2516,2024-08-31,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"OI Conversion | Conversion | August 2024"
2023-03-08,2026-04-08,"Peoples Bank Fresh - Week 3 | Maashie | ABO | Conversion | August 2024",not_delivering,4,actions:offsite_conversion.fb_pixel_purchase,753.7375,4000,Lifetime,3014.95,11966,7516,2024-08-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Peoples Bank Fresh - Week 3 | ABO | Conversion | August 2024"
2023-03-08,2026-04-08,"Seylan 25th - S | ABO | Conversion | August 2024",not_delivering,10,actions:offsite_conversion.fb_pixel_purchase,830.489,25000,Lifetime,8304.89,33953,20710,2024-08-25,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Seylan 25th | ABO | Conversion | August 2024"
2023-03-08,2026-04-08,"Seylan 25th - MV | ABO | Conversion | August 2024",not_delivering,6,actions:offsite_conversion.fb_pixel_purchase,2782.51833333,25000,Lifetime,16695.11,79581,50771,2024-08-25,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Seylan 25th | ABO | Conversion | August 2024"
2023-03-08,2026-04-08,"Union - Week 3 | Maashie | ABO | Conversion | August 2024",not_delivering,,,,8000,Lifetime,3437.87,12479,8969,2024-08-25,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Union/BOC - Week 3 | ABO | Conversion | August 2024"
2023-03-08,2026-04-08,"BOC - Week 3 | Maashie | ABO | Conversion | August 2024",not_delivering,1,actions:offsite_conversion.fb_pixel_purchase,2642.34,8000,Lifetime,2642.34,11324,8582,2024-08-25,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Union/BOC - Week 3 | ABO | Conversion | August 2024"
2023-03-08,2026-04-08,"Com Bank - Week 3 | Maashie | ABO | Conversion | August 2024",not_delivering,21,actions:offsite_conversion.fb_pixel_purchase,435.04,15000,Lifetime,9135.84,48699,30588,2024-08-28,"7-day click, 1-day view or 1-day engaged view",0,ABSOLUTE_OCPM,2024-08-26T15:38:22+0530,-,-,-,"Com Bank - Week 3 | ABO | Conversion | August 2024 – Copy"
2023-03-08,2026-04-08,"Com Bank - Week 3 | ABO | Conversion | August 2024",not_delivering,6,actions:offsite_conversion.fb_pixel_purchase,977.36,15000,Lifetime,5864.16,22585,13598,2024-08-28,"7-day click, 1-day view or 1-day engaged view",0,ABSOLUTE_OCPM,2024-08-26T15:38:22+0530,-,-,-,"Com Bank - Week 3 | ABO | Conversion | August 2024 – Copy"
2023-03-08,2026-04-08,"Com Bank - Week 4 | ABO | Conversion | August 2024",not_delivering,6,actions:offsite_conversion.fb_pixel_purchase,1191.18166667,15000,Lifetime,7147.09,28730,17558,2024-08-29,"7-day click, 1-day view or 1-day engaged view",0,ABSOLUTE_OCPM,0,-,-,-,"Com Bank - Week 4 | ABO | Conversion | August 2024"
2023-03-08,2026-04-08,"Com Bank - Week 4 | Maashie | ABO | Conversion | August 2024",not_delivering,7,actions:offsite_conversion.fb_pixel_purchase,1121.84428571,15000,Lifetime,7852.91,44037,28434,2024-08-29,"7-day click, 1-day view or 1-day engaged view",0,ABSOLUTE_OCPM,0,-,-,-,"Com Bank - Week 4 | ABO | Conversion | August 2024"
2023-03-08,2026-04-08,"Pan Asia Bank - Week 4 | ABO | Conversion | August 2024",not_delivering,1,actions:offsite_conversion.fb_pixel_purchase,1842.73,4000,Lifetime,1842.73,4570,2621,2024-08-29,"7-day click, 1-day view or 1-day engaged view",0,ABSOLUTE_OCPM,0,-,-,-,"Pan Asia Bank - Week 4 | ABO | Conversion | August 2024"
2023-03-08,2026-04-08,"Pan Asia Bank - Week 4 | Maashie | ABO | Conversion | August 2024",not_delivering,3,actions:offsite_conversion.fb_pixel_purchase,719.09,4000,Lifetime,2157.27,11814,8541,2024-08-29,"7-day click, 1-day view or 1-day engaged view",0,ABSOLUTE_OCPM,0,-,-,-,"Pan Asia Bank - Week 4 | ABO | Conversion | August 2024"
2023-03-08,2026-04-08,"Peoples Bank Fresh - Week 4 | ABO | Conversion | August 2024",not_delivering,2,actions:offsite_conversion.fb_pixel_purchase,763.245,4000,Lifetime,1526.49,5252,2947,2024-08-31,"7-day click, 1-day view or 1-day engaged view",0,ABSOLUTE_OCPM,0,-,-,-,"Peoples Bank Fresh - Week 4 | ABO | Conversion | August 2024"
2023-03-08,2026-04-08,"Peoples Bank Fresh - Week 4 | Maashie | ABO | Conversion | August 2024",not_delivering,5,actions:offsite_conversion.fb_pixel_purchase,494.702,4000,Lifetime,2473.51,7477,4494,2024-08-31,"7-day click, 1-day view or 1-day engaged view",0,ABSOLUTE_OCPM,0,-,-,-,"Peoples Bank Fresh - Week 4 | ABO | Conversion | August 2024"
2023-03-08,2026-04-08,"SLO Tuesday | Conversion | August 2024",not_delivering,9,actions:offsite_conversion.fb_pixel_purchase,1111.11111111,10000,Lifetime,10000,29012,14690,2024-08-27,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"SLO Tuesday | Conversion | August 2024"
2023-03-08,2026-04-08,"SLO Tuesday - Ad 2 | Conversion | August 2024",not_delivering,11,actions:offsite_conversion.fb_pixel_purchase,454.54545455,5000,Lifetime,5000,23399,12517,2024-09-03,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"SLO Tuesday -  Ad 2 | Conversion | August 2024"
2023-03-08,2026-04-08,"Lunch Card Offer - FB | BK | Awareness | August 2024",not_delivering,279521,reach,35.98906701,15000,Lifetime,10059.7,322978,279521,2024-08-31,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Lunch Card Offer | BK | Awareness | August 2024"
2023-03-08,2026-04-08,"Lunch Card Offer - IG | BK | Awareness | August 2024",not_delivering,149259,reach,33.09884161,15000,Lifetime,4940.3,160116,149259,2024-08-31,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Lunch Card Offer | BK | Awareness | August 2024"
2023-03-08,2026-04-08,"Coffee Card Offer - FB | BK | Awareness | August 2024",not_delivering,317173,reach,36.03664246,15000,Lifetime,11429.85,377794,317173,2024-08-31,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Coffee Card Offer | BK | Awareness | August 2024"
2023-03-08,2026-04-08,"Coffee Card Offer - IG | BK | Awareness | August 2024",not_delivering,100043,reach,35.68615495,15000,Lifetime,3570.15,111902,100043,2024-08-31,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Coffee Card Offer | BK | Awareness | August 2024"
2023-03-08,2026-04-08,"Hopper Heaven - IG | BK | Awareness | August 2024",not_delivering,53824,reach,32.76660969,10000,Lifetime,1763.63,56661,53824,2024-08-31,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Hopper Heaven | BK | Awareness | August 2024"
2023-03-08,2026-04-08,"Hopper Heaven - FB | BK | Awareness | August 2024",not_delivering,241260,reach,34.1389787,10000,Lifetime,8236.37,265377,241260,2024-08-31,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Hopper Heaven | BK | Awareness | August 2024"
2023-03-08,2026-04-08,"Peoples Bank - Week 3 | ABO | Conversion | August 2024",not_delivering,,,,4000,Lifetime,2041.68,13082,9982,2024-08-20,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Peoples Bank - Week 3 | ABO | Conversion | August 2024"
2023-03-08,2026-04-08,"Peoples Bank - Week 4 | ABO | Conversion | August 2024",not_delivering,,,,4000,Lifetime,2195.48,6559,4046,2024-08-27,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Peoples Bank - Week 4 | ABO | Conversion | August 2024"
2023-03-08,2026-04-08,"Pan Asia Bank - Week 3 | ABO | Conversion | August 2024",not_delivering,4,actions:offsite_conversion.fb_pixel_purchase,402.0775,4000,Lifetime,1608.31,6572,5257,2024-08-22,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Pan Asia Bank - Week 3 | ABO | Conversion | August 2024"
2023-03-08,2026-04-08,"Com Bank - Week 3 | ABO | Conversion | August 2024",not_delivering,12,actions:offsite_conversion.fb_pixel_purchase,575.02166667,15000,Lifetime,6900.26,33575,21054,2024-08-22,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Com Bank - Week 3 | ABO | Conversion | August 2024"
2023-03-08,2026-04-08,"Post 1 - FB | CR&FCNM Set 01 | BK | Awareness | August 2024",not_delivering,38709,reach,34.79010049,50000,Lifetime,1346.69,40309,38709,2024-09-15,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"CR & FC NM Set 01 | BK | Awareness | August 2024"
2023-03-08,2026-04-08,"Post 1 - IG | CR&FCNM Set 01 | BK | Awareness | August 2024",not_delivering,238840,reach,35.94498409,50000,Lifetime,8585.1,249390,238840,2024-09-15,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"CR & FC NM Set 01 | BK | Awareness | August 2024"
2023-03-08,2026-04-08,"Post 2 - FB | CR&FCNM Set 01 | BK | Awareness | August 2024",not_delivering,333689,reach,36.0953163,50000,Lifetime,12044.61,368241,333689,2024-09-15,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"CR & FC NM Set 01 | BK | Awareness | August 2024"
2023-03-08,2026-04-08,"Post 2 - IG | CR&FCNM Set 01 | BK | Awareness | August 2024",not_delivering,195199,reach,35.18752658,50000,Lifetime,6868.57,210064,195199,2024-09-15,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"CR & FC NM Set 01 | BK | Awareness | August 2024"
2023-03-08,2026-04-08,"Post 3 - FB | CR&FCNM Set 01 | BK | Awareness | August 2024",not_delivering,32172,reach,32.3079075,50000,Lifetime,1039.41,32172,32172,2024-09-15,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"CR & FC NM Set 01 | BK | Awareness | August 2024"
2023-03-08,2026-04-08,"Post 3 - IG | CR&FCNM Set 01 | BK | Awareness | August 2024",not_delivering,54172,reach,31.84634128,50000,Lifetime,1725.18,54616,54172,2024-09-15,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"CR & FC NM Set 01 | BK | Awareness | August 2024"
2023-03-08,2026-04-08,"Post 4 - FB | CR&FCNM Set 01 | BK | Awareness | August 2024",not_delivering,94448,reach,35.12017195,50000,Lifetime,3317.03,99490,94448,2024-09-15,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"CR & FC NM Set 01 | BK | Awareness | August 2024"
2023-03-08,2026-04-08,"Post 4 - IG | CR&FCNM Set 01 | BK | Awareness | August 2024",not_delivering,93421,reach,34.07156849,50000,Lifetime,3183,96210,93421,2024-09-15,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"CR & FC NM Set 01 | BK | Awareness | August 2024"
2023-03-08,2026-04-08,"Post 5 - FB | CR&FCNM Set 01 | BK | Awareness | August 2024",not_delivering,190255,reach,35.61146882,50000,Lifetime,6775.26,190255,190255,2024-09-15,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"CR & FC NM Set 01 | BK | Awareness | August 2024"
2023-03-08,2026-04-08,"Post 5 - IG | CR&FCNM Set 01 | BK | Awareness | August 2024",not_delivering,53589,reach,39.1044804,50000,Lifetime,2095.57,57328,53589,2024-09-15,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"CR & FC NM Set 01 | BK | Awareness | August 2024"
2023-03-08,2026-04-08,"Post 6 - IG | CR&FCNM Set 01 | BK | Awareness | August 2024",not_delivering,3370,reach,35.55489614,50000,Lifetime,119.82,3370,3370,2024-09-15,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"CR & FC NM Set 01 | BK | Awareness | August 2024"
2023-03-08,2026-04-08,"Post 6 - FB | CR&FCNM Set 01 | BK | Awareness | August 2024",not_delivering,73876,reach,39.2517191,50000,Lifetime,2899.76,77813,73876,2024-09-15,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"CR & FC NM Set 01 | BK | Awareness | August 2024"
2023-03-08,2026-04-08,"PAB T - Ad 4 | Conversion | October | 2024",not_delivering,7,actions:offsite_conversion.fb_pixel_purchase,714.28571429,5000,Lifetime,5000,13467,7979,2024-10-31,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"PAB T - Ad 4 | Conversion | October | 2024"
2023-03-08,2026-04-08,"Com Bank AC - Ad 4 | Conversion | October | 2024",not_delivering,3,actions:offsite_conversion.fb_pixel_purchase,2333.33333333,7000,Lifetime,7000,19319,12207,2024-10-31,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Com Bank AC - Ad 4 | Conversion | October | 2024"
2023-03-08,2026-04-08,"Nov 10 BBP | AC | Conversion | November | 2024",not_delivering,5,actions:offsite_conversion.fb_pixel_purchase,3000,15000,Lifetime,15000,42401,20386,2024-11-10,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-11-10T15:04:13+0530,-,-,-,"Nov 10 BBP | AC | Conversion | November | 2024"
2023-03-08,2026-04-08,"GLO Tuesday - Ad 2 (P1) | Conversion | October | 2024",not_delivering,8,actions:offsite_conversion.fb_pixel_purchase,640.395,10000,Lifetime,5123.16,17286,10962,2024-10-15,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"GLO Tuesday - Ad 2 | Conversion | October | 2024"
2023-03-08,2026-04-08,"GLO Tuesday - Ad 2 (P5) | Conversion | October | 2024",not_delivering,,,,10000,Lifetime,722.85,2511,2006,2024-10-15,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"GLO Tuesday - Ad 2 | Conversion | October | 2024"
2023-03-08,2026-04-08,"GLO Tuesday - Ad 2 (P4) | Conversion | October | 2024",not_delivering,,,,10000,Lifetime,553.59,1582,1230,2024-10-15,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"GLO Tuesday - Ad 2 | Conversion | October | 2024"
2023-03-08,2026-04-08,"Mega Pola - Ad 1 | Conversion | October | 2024",not_delivering,62,actions:offsite_conversion.fb_pixel_purchase,436.90451613,1500,Daily,27088.08,68900,19935,2024-11-14,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-10-25T16:43:32+0530,-,-,-,"Mega Pola | Conversion | October | 2024"
2023-03-08,2026-04-08,"Mega Pola - Ad 2 | Conversion | October | 2024 – Copy",not_delivering,83,actions:offsite_conversion.fb_pixel_purchase,228.77987952,1500,Daily,18988.73,70482,23828,2024-11-14,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-10-25T16:43:32+0530,-,-,-,"Mega Pola | Conversion | October | 2024"
2023-03-08,2026-04-08,"Cyber Thursday - Ad 2 | Conversion | October | 2024",not_delivering,6,actions:offsite_conversion.fb_pixel_purchase,1666.66666667,10000,Lifetime,10000,54354,23356,2024-10-17,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Cyber Thursday - Ad 2 | Conversion | October | 2024"
2023-03-08,2026-04-08,"PAB T - Ad 2 | Conversion | October | 2024",not_delivering,10,actions:offsite_conversion.fb_pixel_purchase,500,5000,Lifetime,5000,30527,18152,2024-10-17,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"PAB T - Ad 2 | Conversion | October | 2024"
2023-03-08,2026-04-08,"Com Bank AC - Ad 2 | Conversion | October | 2024",not_delivering,12,actions:offsite_conversion.fb_pixel_purchase,583.33333333,7000,Lifetime,7000,33326,20672,2024-10-17,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Com Bank AC - Ad 2 | Conversion | October | 2024"
2023-03-08,2026-04-08,"GLO Tuesday - Ad 3 (P3) | Conversion | October | 2024",not_delivering,,,,10000,Lifetime,801.64,1672,1252,2024-10-22,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"GLO Tuesday - Ad 3 | Conversion | October | 2024"
2023-03-08,2026-04-08,"GLO Tuesday - Ad 3 (P4) | Conversion | October | 2024",not_delivering,2,actions:offsite_conversion.fb_pixel_purchase,239.195,10000,Lifetime,478.39,901,657,2024-10-22,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"GLO Tuesday - Ad 3 | Conversion | October | 2024"
2023-03-08,2026-04-08,"GLO Tuesday - Ad 3 (P1) | Conversion | October | 2024",not_delivering,15,actions:offsite_conversion.fb_pixel_purchase,426.294,10000,Lifetime,6394.41,19250,10853,2024-10-22,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"GLO Tuesday - Ad 3 | Conversion | October | 2024"
2023-03-08,2026-04-08,"GLO Tuesday - Ad 3 (P2) | Conversion | October | 2024",not_delivering,5,actions:offsite_conversion.fb_pixel_purchase,432.448,10000,Lifetime,2162.24,5266,3438,2024-10-22,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"GLO Tuesday - Ad 3 | Conversion | October | 2024"
2023-03-08,2026-04-08,"GLO Tuesday - Ad 3 (P5) | Conversion | October | 2024",not_delivering,,,,10000,Lifetime,163.32,356,294,2024-10-22,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"GLO Tuesday - Ad 3 | Conversion | October | 2024"
2023-03-08,2026-04-08,"Cyber Thursday - Ad 3 | Conversion | October | 2024",not_delivering,6,actions:offsite_conversion.fb_pixel_purchase,1666.66666667,10000,Lifetime,10000,35931,16424,2024-10-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Cyber Thursday - Ad 3 | Conversion | October | 2024"
2023-03-08,2026-04-08,"PAB T - Ad 3 | Conversion | October | 2024",not_delivering,5,actions:offsite_conversion.fb_pixel_purchase,1000,5000,Lifetime,5000,13973,8232,2024-10-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"PAB T - Ad 3 | Conversion | October | 2024"
2023-03-08,2026-04-08,"Com Bank AC - Ad 3 | Conversion | October | 2024",not_delivering,5,actions:offsite_conversion.fb_pixel_purchase,1400,7000,Lifetime,7000,23742,14747,2024-10-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Com Bank AC - Ad 3 | Conversion | October | 2024"
2023-03-08,2026-04-08,"PAB T - Ad 3 | Conversion | October | 2024",not_delivering,3,actions:offsite_conversion.fb_pixel_purchase,1666.66666667,5000,Lifetime,5000,16351,9750,2024-10-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"PAB T - Ad 3 | Conversion | October | 2024"
2023-03-08,2026-04-08,"Seylan 25 | Conversion  | October | 2024",not_delivering,24,actions:offsite_conversion.fb_pixel_purchase,1041.66666667,25000,Lifetime,25000,76717,36013,2024-10-25,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Seylan 25 | Conversion  | October | 2024"
2023-03-08,2026-04-08,"HNB Total - Ad 2 | Conversion | October | 2024",not_delivering,7,actions:offsite_conversion.fb_pixel_purchase,1428.57142857,10000,Lifetime,10000,29427,17512,2024-10-25,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"HNB Total - Ad 2 | Conversion | October | 2024"
2023-03-08,2026-04-08,"GLO Tuesday - Ad 4 (P3) | Conversion | October | 2024",not_delivering,4,actions:offsite_conversion.fb_pixel_purchase,243.63,15000,Lifetime,974.52,1767,1321,2024-10-29,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"GLO Tuesday - Ad 4 | Conversion | October | 2024"
2023-03-08,2026-04-08,"GLO Tuesday - Ad 4 (P2) | Conversion | October | 2024",not_delivering,,,,15000,Lifetime,298.1,720,529,2024-10-29,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"GLO Tuesday - Ad 4 | Conversion | October | 2024"
2023-03-08,2026-04-08,"GLO Tuesday - Ad 4 (P1) | Conversion | October | 2024",not_delivering,15,actions:offsite_conversion.fb_pixel_purchase,823.95466667,15000,Lifetime,12359.32,35083,18723,2024-10-29,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"GLO Tuesday - Ad 4 | Conversion | October | 2024"
2023-03-08,2026-04-08,"GLO Tuesday - Ad 4 (P5) | Conversion | October | 2024",not_delivering,2,actions:offsite_conversion.fb_pixel_purchase,247.535,15000,Lifetime,495.07,1008,808,2024-10-29,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"GLO Tuesday - Ad 4 | Conversion | October | 2024"
2023-03-08,2026-04-08,"GLO Tuesday - Ad 4 (P4) | Conversion | October | 2024",not_delivering,,,,15000,Lifetime,872.99,1794,1277,2024-10-29,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"GLO Tuesday - Ad 4 | Conversion | October | 2024"
2023-03-08,2026-04-08,"Cyber Thursday - Ad 4 | Conversion | October | 2024",not_delivering,8,actions:offsite_conversion.fb_pixel_purchase,1250,10000,Lifetime,10000,35029,16802,2024-10-31,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"Cyber Thursday - Ad 4 | Conversion | October | 2024"
2023-03-08,2026-04-08,"Thursday Online Promo - Ad 1 | Conversion | August 2024",not_delivering,25,actions:offsite_conversion.fb_pixel_purchase,800,20000,Lifetime,20000,146498,56934,2024-08-15,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-08-13T09:56:49+0530,-,-,-,"Thursday Online Promo - Ad 1 | Conversion | August 2024"
2023-03-08,2026-04-08,"Beverages | L&NL | Conversion | August 2024",not_delivering,,,,80000,Lifetime,5186.67,32267,12734,2024-08-31,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-08-14T15:28:23+0530,-,-,-,"Loyalty & Non Loyalty | Conversion | August 2024"
2023-03-08,2026-04-08,"Frozen | L&NL | Conversion | August 2024",not_delivering,25,actions:offsite_conversion.fb_pixel_purchase,1403.9052,80000,Lifetime,35097.63,193094,60183,2024-08-31,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-08-14T15:28:23+0530,-,-,-,"Loyalty & Non Loyalty | Conversion | August 2024"
2023-03-08,2026-04-08,"Grocery Set 01 | L&NL | Conversion | August 2024",inactive,6,actions:offsite_conversion.fb_pixel_purchase,421.16,80000,Lifetime,2526.96,11409,5995,2024-08-31,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-08-14T15:28:23+0530,-,-,-,"Loyalty & Non Loyalty | Conversion | August 2024"
2023-03-08,2026-04-08,"Grocery Set 02 | L&NL | Conversion | August 2024",not_delivering,5,actions:offsite_conversion.fb_pixel_purchase,1320.19,80000,Lifetime,6600.95,34348,13004,2024-08-31,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-08-14T15:28:23+0530,-,-,-,"Loyalty & Non Loyalty | Conversion | August 2024"
2023-03-08,2026-04-08,"Household Set 01 | L&NL | Conversion | August 2024",not_delivering,8,actions:offsite_conversion.fb_pixel_purchase,1396.84625,80000,Lifetime,11174.77,61516,25178,2024-08-31,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-08-14T15:28:23+0530,-,-,-,"Loyalty & Non Loyalty | Conversion | August 2024"
2023-03-08,2026-04-08,"Household Set 02 | L&NL | Conversion | August 2024",not_delivering,13,actions:offsite_conversion.fb_pixel_purchase,1493.30923077,80000,Lifetime,19413.02,73025,29734,2024-08-31,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-08-14T15:28:23+0530,-,-,-,"Loyalty & Non Loyalty | Conversion | August 2024"
2023-03-08,2026-04-08,"HNB - Ad 1 | Total | Awareness | August 2024",not_delivering,280392,reach,35.66435562,10000,Lifetime,10000,289205,280392,2024-08-16,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,-,-,-,"HNB - Ad 1 | Total | Awareness | August 2024"
2023-03-08,2026-04-08,"Lunch Combo - Ad 2 | IG | SO | Awareness | August 2024",not_delivering,0,reach,,5000,Lifetime,0,0,0,2024-08-31,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-08-23T15:27:03+0530,-,-,-,"Combo Ad 2 | SO | Awareness | August 2024"
