"Reporting starts","Reporting ends","Ad set name","Ad set delivery",Results,"Result indicator","Cost per results","Ad set budget","Ad set budget type","Amount spent (LKR)",Impressions,Reach,Ends,Starts,"Attribution setting",Bid,"Bid type","Last significant edit"
2023-03-08,2026-04-08,"Sampath 13th May 2024",completed,89580,reach,66.97923644,6000,Lifetime,6000,93607,89580,2024-05-13,2024-05-13,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"People's Total Bill 14th May",completed,165687,reach,36.21285919,6000,Lifetime,6000,171986,165687,2024-05-14,2024-05-13,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Loyalty Chilled & Frozen May",completed,2242,actions:offsite_conversion.fb_pixel_view_content,2.67618198,6000,Lifetime,6000,108129,42619,2024-05-31,2024-05-13,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"ComBank Fresh 15th May",completed,210985,reach,35.53650733,7500,Lifetime,7497.67,219737,210985,2024-05-15,2024-05-14,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Online Thursday - 16th May - set 1 – Copy",completed,390,actions:offsite_conversion.fb_pixel_view_content,8.97435897,3500,Lifetime,3500,40041,31375,2024-05-16,2024-05-15,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Online Thursday - 16th May - set 2",completed,503,actions:offsite_conversion.fb_pixel_view_content,6.9582505,3500,Lifetime,3500,58635,21995,2024-05-16,2024-05-15,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"HNB Total 17th May",completed,435726,reach,34.42530398,15000,Lifetime,15000,437933,435726,2024-05-17,2024-05-16,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Sampath 20th May 2024",completed,144568,reach,27.66864036,4000,Lifetime,4000,147827,144568,2024-05-20,2024-05-20,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Mega Pola May 2024",completed,710032,reach,42.25161683,30000,Lifetime,30000,768361,710032,2024-05-31,2024-05-20,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"People's Total Bill 21st May",completed,178771,reach,33.56249056,6000,Lifetime,6000,182271,178771,2024-05-21,2024-05-21,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"ComBank Fresh 22nd May – Copy",completed,203336,reach,36.88476217,7500,Lifetime,7500,214090,203336,2024-05-22,2024-05-21,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Online Thursday - 23rd May - set 3",completed,157,actions:offsite_conversion.fb_pixel_view_content,9.55414013,1500,Lifetime,1500,19154,8137,2024-05-23,2024-05-22,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Online Thursday - 23rd May - set 2",completed,163,actions:offsite_conversion.fb_pixel_view_content,12.26993865,2000,Lifetime,2000,22531,8883,2024-05-23,2024-05-22,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Sampath 27th May 2024",completed,110001,reach,27.27247934,3000,Lifetime,3000,111493,110001,2024-05-27,2024-05-27,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"People's Total Bill 28th May",completed,179616,reach,33.40459647,6000,Lifetime,6000,186423,179616,2024-05-28,2024-05-27,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"ComBank Fresh 28th May",completed,187396,reach,40.02219898,7500,Lifetime,7500,198974,187396,2024-05-29,2024-05-28,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Online Thursday - 30th May - set2",completed,267,actions:offsite_conversion.fb_pixel_view_content,7.4906367,2000,Lifetime,2000,22742,11408,2024-05-30,2024-05-29,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Online Thursday - 30th May - set 3",completed,151,actions:offsite_conversion.fb_pixel_view_content,9.93377483,1500,Lifetime,1500,18169,8449,2024-05-30,2024-05-29,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Online Thursday - 30th May - set 1",completed,357,actions:offsite_conversion.fb_pixel_view_content,5.6022409,2000,Lifetime,2000,20343,15031,2024-05-30,2024-05-29,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Burger Day Promo -2nd June",completed,144037,reach,34.71330283,5000,Lifetime,5000,146616,144037,2024-06-02,2024-05-28,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"HNB 31st May",completed,244346,reach,40.92557275,10000,Lifetime,10000,252886,244346,2024-05-31,2024-05-30,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"People's Fresh - 6 PM-8 PM",completed,65656,reach,30.4618009,2000,Lifetime,2000,67721,65656,2024-06-01,2024-05-31,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Union - 12 PM-7PM",completed,81517,reach,30.66844953,2500,Lifetime,2500,86058,81517,2024-06-02,2024-06-01,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"BOC Fresh - 12PM -7 PM",completed,81530,reach,30.66355943,2500,Lifetime,2500,84592,81530,2024-06-02,2024-06-01,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Peoples Total June 2024",completed,95855,reach,26.08105993,2500,Lifetime,2500,101518,95855,2024-06-04,2024-06-03,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"HSBC Total Bill June 2024",completed,200180,reach,24.97752023,5000,Lifetime,5000,204655,200180,2024-06-05,2024-06-03,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"People's Fresh - 6 PM-8 PM – 8th",completed,66221,reach,30.2018997,2000,Lifetime,2000,72254,66221,2024-06-08,2024-06-07,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Union - 12 PM-7PM – 9th",completed,78460,reach,31.86336987,2500,Lifetime,2500,81470,78460,2024-06-09,2024-06-08,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"BOC Fresh - 12PM -7 PM – 9th",completed,76604,reach,32.63537152,2500,Lifetime,2500,80509,76604,2024-06-09,2024-06-08,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Peoples Total June 2024",completed,76027,reach,32.8830547,2500,Lifetime,2500,77422,76027,2024-06-11,2024-06-10,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"HSBC Total Bill June 2024 – 12th",completed,145248,reach,34.42388191,5000,Lifetime,5000,154306,145248,2024-06-12,2024-06-11,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"People's Fresh - 6 PM-8 PM – 15th",completed,53558,reach,37.3426939,2000,Lifetime,2000,53558,53558,2024-06-15,2024-06-14,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Union - 12 PM-7PM – 16th",completed,59435,reach,42.06275763,2500,Lifetime,2500,61231,59435,2024-06-15,2024-06-14,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"BOC Fresh - 12PM -7 PM – 16th",completed,61481,reach,40.66296905,2500,Lifetime,2500,61646,61481,2024-06-16,2024-06-14,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Peoples Total June 2024",completed,68782,reach,36.34671862,2500,Lifetime,2500,68782,68782,2024-06-18,2024-06-17,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"HSBC Total Bill June 2024 – 19th",completed,140262,reach,35.64757383,5000,Lifetime,5000,143289,140262,2024-06-19,2024-06-18,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"People's Fresh - 6 PM-8 PM – 22nd",completed,60094,reach,33.2811928,2000,Lifetime,2000,60094,60094,2024-06-22,2024-06-21,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Union - 12 PM-7PM – 23rd",completed,66698,reach,37.48238328,2500,Lifetime,2500,71538,66698,2024-06-23,2024-06-22,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"BOC Fresh - 12PM -7 PM – 23rd",completed,64291,reach,38.88569162,2500,Lifetime,2500,68188,64291,2024-06-23,2024-06-22,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Peoples Total June 2024",completed,64834,reach,38.56001481,2500,Lifetime,2500,64945,64834,2024-06-25,2024-06-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"HSBC Total Bill June 2024 – 26th",completed,117437,reach,42.57601948,5000,Lifetime,5000,121161,117437,2024-06-26,2024-06-25,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"People's Fresh - 6 PM-8 PM – 29th",completed,46779,reach,42.75422732,2000,Lifetime,2000,47479,46779,2024-06-29,2024-06-28,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Union - 12 PM-7PM – 30th",completed,55109,reach,45.36464098,2500,Lifetime,2500,58951,55109,2024-06-30,2024-06-29,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"BOC Fresh - 12PM -7 PM – 30th",completed,55929,reach,44.69952976,2500,Lifetime,2500,58240,55929,2024-06-30,2024-06-29,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"PABC June 2024",completed,79871,reach,31.30047201,2500,Lifetime,2500,85263,79871,2024-06-06,2024-06-05,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Loyalty & Non Loyalty Products - Beverages June",completed,0,reach,,15000,Lifetime,0,0,0,2024-06-30,2024-06-06,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Loyalty & Non Loyalty Products - Beverages June – Copy",completed,186947,reach,80.23664461,15000,Lifetime,15000,408347,186947,2024-06-30,2024-06-17,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-06-17T10:26:36+0530
2023-03-08,2026-04-08,"Loyalty  Products - Grocery June - set 1",inactive,89270,reach,84.93054778,7581.75,Lifetime,7581.75,239982,89270,2024-06-30,2024-06-06,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Loyalty  Products - Groceries June – Set 2",inactive,112137,reach,67.61149308,7581.75,Lifetime,7581.75,225946,112137,2024-06-30,2024-06-06,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Loyalty & Non Loyalty Products - Frozen & Chilled June  - set 1",completed,105885,reach,71.60598763,7582,Lifetime,7582,218853,105885,2024-06-30,2024-06-06,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Loyalty & Non Loyalty Products - Frozen & Chilled – set 2",completed,96987,reach,78.17284791,7581.75,Lifetime,7581.75,241983,96987,2024-06-30,2024-06-06,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Loyalty & Non Loyalty Products - Household",completed,130057,reach,76.88936389,10000,Lifetime,10000,292983,130057,2024-06-30,2024-06-06,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"SLO Saturday - 8th June",completed,168660,reach,29.64544053,5000,Lifetime,5000,173039,168660,2024-06-08,2024-06-07,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"PABC June 2024 – 13th",completed,70313,reach,35.55530272,2500,Lifetime,2500,73025,70313,2024-06-13,2024-06-12,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"HNB June 14th",completed,148112,reach,33.75823701,5000,Lifetime,5000,148456,148112,2024-06-14,2024-06-13,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Pick Me Food Offer -2",completed,265590,reach,37.65202003,10000,Lifetime,10000,265590,265590,2024-06-23,2024-06-14,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"SLO Saturday - 15th June",completed,129758,reach,38.53326962,5000,Lifetime,5000,129758,129758,2024-06-15,2024-06-14,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Com Fresh 19th June 2024",completed,145373,reach,34.39428229,5000,Lifetime,5000,147012,145373,2024-06-19,2024-06-18,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"PABC June 2024 – 20th",completed,69161,reach,36.1475398,2500,Lifetime,2500,69531,69161,2024-06-20,2024-06-19,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"SLO Saturday - 22nd June",completed,117847,reach,42.42789379,5000,Lifetime,5000,120636,117847,2024-06-22,2024-06-21,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Bairaha whole chicken promo",completed,149031,reach,33.55006676,5000,Lifetime,5000,151363,149031,2024-06-24,2024-06-22,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Seylan - 25th June",completed,291620,reach,34.29120088,10000,Lifetime,10000,295796,291620,2024-06-25,2024-06-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"PABC June 2024 – 27th",completed,52758,reach,47.3861784,2500,Lifetime,2500,56932,52758,2024-06-27,2024-06-26,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Dialog Genie 50% Thalawathugoda",completed,210480,reach,47.5104523,10000,Lifetime,10000,217631,210480,2024-06-27,2024-06-26,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Dialog Genie 50% Thalawathugoda Colombo district",completed,185054,reach,54.03828072,10000,Lifetime,10000,214988,185054,2024-06-27,2024-06-26,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Dialog Genie 50% Thalawathugoda Colombo district – Video",completed,201332,reach,49.66920311,10000,Lifetime,10000,207798,201332,2024-06-27,2024-06-26,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"SLO Saturday - 29th June",completed,118206,reach,42.29903727,5000,Lifetime,5000,120303,118206,2024-06-29,2024-06-28,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Commercial Fresh -3rd July",completed,144286,reach,27.72181639,4000,Lifetime,3999.87,144286,144286,2024-07-03,2024-07-02,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Commercial Fresh -10th July",completed,130052,reach,30.756928,4000,Lifetime,4000,137938,130052,2024-07-10,2024-07-09,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"HSBC -3rd July",completed,156674,reach,25.53071984,4000,Lifetime,4000,156674,156674,2024-07-03,2024-07-02,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"PABC 4th July",completed,83305,reach,30.00864294,2500,Lifetime,2499.87,83305,83305,2024-07-04,2024-07-03,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Commercial Total - 4th July",completed,168599,reach,29.65616641,5000,Lifetime,5000,174478,168599,2024-07-04,2024-07-03,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Thursday Online - 4th July",completed,89612,reach,27.89213498,2500,Lifetime,2499.47,89612,89612,2024-07-04,2024-07-03,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Uber Eats Offer -4th -11th July",completed,296477,reach,30.87649295,10000,Lifetime,9154.17,296477,296477,2024-07-11,2024-07-04,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"SLO Saturday - 6th July",completed,180474,reach,34.63102718,6250,Lifetime,6250,186477,180474,2024-07-06,2024-07-05,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Peoples Fresh - 6th July",completed,80378,reach,31.09731519,2500,Lifetime,2499.54,81483,80378,2024-07-06,2024-07-05,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"BOC Fresh - 7th July",completed,93130,reach,33.53731343,3125,Lifetime,3123.33,96830,93130,2024-07-07,2024-07-06,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Union Total -7th July",completed,96370,reach,32.4260662,3125,Lifetime,3124.9,97989,96370,2024-07-07,2024-07-06,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"HSBC -10th July",completed,141210,reach,28.2109624,4000,Lifetime,3983.67,141210,141210,2024-07-10,2024-07-09,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Thursday Online - 11th July",completed,46690,reach,23.63996573,2500,Lifetime,1103.75,47567,46690,2024-07-11,2024-07-10,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"PABC 11th July",completed,52317,reach,27.12024772,2500,Lifetime,1418.85,53874,52317,2024-07-11,2024-07-10,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Commercial Total - 11th July – Copy",completed,93188,reach,28.50764047,5000,Lifetime,2656.57,99865,93188,2024-07-11,2024-07-10,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Peoples Fresh - 13th July",completed,77101,reach,32.42500097,2500,Lifetime,2500,77101,77101,2024-07-13,2024-07-12,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"BOC Fresh - 14th July",completed,87794,reach,35.59468756,3125,Lifetime,3125,91326,87794,2024-07-14,2024-07-13,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"SLO Saturday - 13th July – Copy",completed,158512,reach,39.42919148,6250,Lifetime,6250,163503,158512,2024-07-13,2024-07-12,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Commercial Fresh -17th-31st July",completed,221314,reach,45.18466975,10000,Lifetime,10000,240180,221314,2024-07-31,2024-07-16,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"HSBC -17th - 31st July",completed,219885,reach,45.47831821,10000,Lifetime,10000,237059,219885,2024-07-31,2024-07-16,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Thursday Online - 18-25th July",completed,306991,reach,39.08909382,12000,Lifetime,12000,313737,306991,2024-07-25,2024-07-17,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"PABC 18-25th July",completed,352343,reach,42.5721527,15000,Lifetime,15000,361560,352343,2024-07-25,2024-07-17,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Commercial Total - 18-25th July",completed,724297,reach,41.41947295,30000,Lifetime,30000,747912,724297,2024-07-25,2024-07-17,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Peoples Fresh - 20th-27th July",completed,221887,reach,45.06798506,10000,Lifetime,10000,228783,221887,2024-07-27,2024-07-19,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"BOC Fresh - 21th-28th July – Copy",completed,320248,reach,46.83870001,15000,Lifetime,15000,340240,320248,2024-07-28,2024-07-19,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"SLO Saturday - 20th July",completed,228485,reach,43.76654923,10000,Lifetime,10000,231866,228485,2024-07-20,2024-07-19,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"SLO Saturday - 27th July",completed,203319,reach,49.18379492,10000,Lifetime,10000,211271,203319,2024-07-27,2024-07-26,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Mega Pola",completed,620375,reach,48.35784808,30000,Lifetime,30000,748000,620375,2024-07-31,2024-07-06,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-07-08T16:33:33+0530
2023-03-08,2026-04-08,"Peoples Total - 9th July",completed,86285,reach,23.17899983,2000,Lifetime,2000,86940,86285,2024-07-09,2024-07-08,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Mega Pola",completed,438320,reach,45.62876437,20000,Lifetime,20000,493448,438320,2024-07-31,2024-07-09,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Loyalty Chilled & Frozen - July",completed,1420902,reach,83.07554638,2000,Daily,118042.21,3710758,1420902,2024-07-31,2024-07-09,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-07-16T11:07:21+0530
2023-03-08,2026-04-08,"Loyalty Grocery",inactive,26791,reach,27.00347131,15000,Lifetime,723.45,30710,26791,2024-07-31,2024-07-09,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Loyalty Beverages - July",completed,337616,reach,86.72601417,29280.09,Lifetime,29280.09,805244,337616,2024-07-31,2024-07-09,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-07-12T00:10:41+0530
2023-03-08,2026-04-08,"Com Bank & HSBC",completed,306778,reach,107.56964319,33000,Lifetime,33000,912282,306778,2024-07-31,2024-07-09,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"GLOMARK NOODLE - July 2024",completed,60437,reach,82.7092675,5000,Lifetime,4998.7,138166,60437,2024-07-24,2024-07-10,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"HNB Total - 12th July",completed,183136,reach,27.30211428,5000,Lifetime,5000,186062,183136,2024-07-12,2024-07-11,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,Inspirits,completed,17,actions:onsite_conversion.messaging_conversation_started_7d,176.47058824,3000,Lifetime,3000,10711,7300,2024-07-14,2024-07-11,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Union Total -21th-28th July",completed,0,reach,,15000,Lifetime,0,0,0,2024-07-14,2024-07-13,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"NDB - 13th July",completed,159494,reach,31.34914166,5000,Lifetime,5000,162831,159494,2024-07-13,2024-07-12,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Peoples Total - 16th July",completed,114412,reach,34.96136769,4000,Lifetime,4000,118725,114412,2024-07-16,2024-07-15,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"DIALOG GENIE JULY 19TH",completed,239113,reach,41.82123097,10000,Lifetime,10000,240525,239113,2024-07-19,2024-07-18,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Union Total -21th-28th July",completed,0,reach,,15000,Lifetime,0,0,0,2024-07-28,2024-07-19,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Union Total -21st-28th July",completed,323681,reach,46.34192307,15000,Lifetime,15000,333923,323681,2024-07-28,2024-07-19,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Peoples Total - 23rd-30th July",completed,178787,reach,44.74598265,8000,Lifetime,8000,183591,178787,2024-07-30,2024-07-22,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Seylan - 25th July",completed,460202,reach,43.45917662,20000,Lifetime,20000,468853,460202,2024-07-25,2024-07-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"HNB Total - 26th July",completed,227365,reach,43.98214325,10000,Lifetime,10000,230905,227365,2024-07-26,2024-07-25,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"NDB - 27th July",completed,116886,reach,42.77672262,5000,Lifetime,5000,117409,116886,2024-07-27,2024-07-26,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Uber - 29th July -5th August",completed,1421,actions:link_click,10.55594652,15000,Lifetime,15000,146614,87309,2024-08-05,2024-07-29,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Uber Eats - 5th August",completed,141719,reach,35.2810844,5000,Lifetime,5000,143519,141719,2024-08-05,2024-07-29,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Uber Eats | Traffic Ads - Post 1 | August",completed,2999,actions:link_click,5.00145382,15000,Lifetime,14999.36,238943,74109,2024-08-15,2024-08-01,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-08-03T00:10:51+0530
2023-03-08,2026-04-08,"Uber Eats | Reach Ads - Post 1 | August 2024",completed,152507,reach,32.78538034,5000,Lifetime,5000,155035,152507,2024-08-10,2024-08-01,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Uber Eats | Traffic Ads - Post 2 | August 2024",completed,1635,actions:link_click,9.17431193,15000,Lifetime,15000,135432,77329,2024-08-18,2024-08-04,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-08-14T15:28:21+0530
2023-03-08,2026-04-08,"Peoples Bank | Fresh | Ad 1 | August 2024",completed,553,actions:link_click,4.5065642,2500,Lifetime,2492.13,48209,17811,2024-08-03,2024-08-02,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Pan Asia Bank | Total - Ad 1 | August 2024",completed,365,actions:omni_landing_page_view,13.69753425,5000,Lifetime,4999.6,63319,22592,2024-08-17,2024-08-02,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-08-14T15:28:14+0530
2023-03-08,2026-04-08,"GLO Saturday | Awareness Ad 1 | August 2024",completed,526904,reach,38.0822313,1400,Daily,20065.68,622443,526904,2024-08-16,2024-08-02,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Lunch Combo | SO | Awareness | August 2024",completed,318379,reach,31.40910676,10000,Lifetime,10000,356118,318379,2024-08-16,2024-08-02,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Dinner Combo | SO | Awareness | August 2024",completed,315612,reach,31.68447334,10000,Lifetime,10000,342222,315612,2024-08-16,2024-08-02,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"BOC | Fresh - Ad 1 | August 2024",completed,38739,reach,31.37071169,1000,Daily,1215.27,39779,38739,2024-08-04,2024-08-03,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Union Bank | Total - Ad 1 | August 2024",completed,37477,reach,32.33449849,1000,Daily,1211.8,38666,37477,2024-08-04,2024-08-03,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
