"Reporting starts","Reporting ends","Ad set name","Ad set delivery",Results,"Result indicator","Cost per results","Ad set budget","Ad set budget type","Amount spent (LKR)",Impressions,Reach,Ends,Starts,"Attribution setting",Bid,"Bid type","Last significant edit","Post engagements"
2023-04-11,2026-04-08,,0,,,,0,0,21231478.17,261590678,13218391,,,"7-day click or 1-day view",0,0,0,
2023-04-11,2026-04-08,CBL_Tiara_GoChok_Launch_S_35Sec_TVC_Awareness_IG_All_Interest_29Aug2025,completed,1045616,reach,64.68823163,"Using campaign budget",0,67639.05,1074485,1045616,2025-10-14,2025-08-30,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-09-01T17:50:56+0530,99117
2023-04-11,2026-04-08,CBL_Tiara_GoChok_Launch_S_5Sec_TVC_Awareness_IG_All_Interest_29Aug2025,completed,1045069,reach,61.9488474,"Using campaign budget",0,64740.82,1079048,1045069,2025-10-14,2025-09-02,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-09-02T17:48:07+0530,88159
2023-04-11,2026-04-08,CBL_Tiara_GoChok_Launch_S_10Sec_TVC_Awareness_IG_All_Interest_29Aug2025,completed,996407,reach,61.95174261,"Using campaign budget",0,61729.15,1099414,996407,2025-10-14,2025-09-03,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-09-03T01:12:33+0530,83436
2023-04-11,2026-04-08,CBL_Tiara_GoChok_Launch_S_10Sec_TVC_Awareness_IG_Gamers_03Sep2025,completed,790000,reach,63.44621519,"Using campaign budget",0,50122.51,839206,790000,2025-10-14,2025-09-04,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-09-04T10:47:34+0530,77610
2023-04-11,2026-04-08,CBL_Tiara_GoChok_Launch_S_10Sec_TVC_Awareness_IG_Students_03Sep2025,completed,840670,reach,66.31314309,"Using campaign budget",0,55747.47,879091,840670,2025-10-14,2025-09-04,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-09-04T10:47:33+0530,72347
2023-04-11,2026-04-08,"JM | Tiara | Engagement | Retainer | October",inactive,22680,actions:post_engagement,2.64539153,60000,Lifetime,59997.48,224801,81295,2025-11-15,2025-10-21,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-10-21T10:58:40+0530,22680
2023-04-11,2026-04-08,"JM | Tiara | Engagement | Retainer | November",inactive,8244,actions:post_engagement,3.57553615,30000,Lifetime,29476.72,103717,51273,2025-11-30,2025-11-13,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-11-25T14:39:30+0530,8244
2023-04-11,2026-04-08,"JM | Tiara | ThruPlays | Ah - Ha | Sinhala",completed,1643140,video_thruplay_watched_actions,0.51729993,850000,Lifetime,849996.21,5242480,2044673,2026-02-15,2025-11-26,"7-day click or 1-day view",0,CPA,2026-02-11T02:45:13+0530,2799747
2023-04-11,2026-04-08,"JM | Tiara | Engagement | Ah - Ha | Sinhala",completed,860856,actions:post_engagement,0.23232689,200000,Lifetime,200000,1665261,804134,2026-02-15,2025-11-26,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-02-11T02:45:27+0530,860856
2023-04-11,2026-04-08,"JM | Tiara | ThruPlays | Rasahara Suwa Suraksha | Intro | I",completed,579060,video_thruplay_watched_actions,0.77705652,450000,Lifetime,449962.35,4184834,1597694,2025-12-30,2025-12-12,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-12-16T14:11:17+0530,2327401
2023-04-11,2026-04-08,"JM | Tiara | ThruPlays | Rasahara Suwa Suraksha | II",completed,286071,video_thruplay_watched_actions,0.69912714,200000,Lifetime,200000,611353,391775,2025-12-31,2025-12-16,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-12-16T14:11:49+0530,439183
2023-04-11,2026-04-08,"JM | Tiara | Reach | SLNQA",completed,491684,reach,61.01479812,30000,Lifetime,30000,701511,491684,2026-01-31,2026-01-22,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-01-22T23:44:50+0530,1107
2023-04-11,2026-04-08,"JM | Tiara | Engagement | SLNQA",completed,15573,actions:post_engagement,1.28427406,20000,Lifetime,20000,226227,155170,2026-01-31,2026-01-22,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-01-22T23:57:38+0530,15573
2023-04-11,2026-04-08,"JM | Tiara | Engagement | Retainer | 2026 | January",inactive,8224,actions:post_engagement,3.64785992,30000,Lifetime,30000,76751,45465,2026-01-31,2026-01-23,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,8224
2023-04-11,2026-04-08,"JM | Tiara | Engagement | Ah - Ha | Tamil",completed,130913,actions:post_engagement,0.26721135,35000,Lifetime,34981.44,317251,142982,2026-02-15,2026-02-02,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-02-11T02:42:49+0530,130913
2023-04-11,2026-04-08,"JM | Tiara | ThruPlays | Ah - Ha | Tamil",completed,132853,video_thruplay_watched_actions,0.63961032,85000,Lifetime,84974.15,202600,74357,2026-02-26,2026-02-02,"7-day click or 1-day view",0,CPA,2026-02-23T09:50:57+0530,153719
2023-04-11,2026-04-08,"JM | Tiara | Engagement | Retainer | 2026 | February | Cricket",inactive,2707,actions:post_engagement,3.69412634,10000,Lifetime,10000,19703,11824,2026-02-28,2026-02-22,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-02-23T11:06:21+0530,2707
2023-04-11,2026-04-08,"JM | Tiara | Engagement | Ah - Ha | Statics | Sinhala",completed,9714,actions:post_engagement,3.0876889,30000,Lifetime,29993.81,75174,34935,2026-03-31,2026-02-23,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T13:44:04+0530,9714
2023-04-11,2026-04-08,"JM | Tiara | Engagement | Retainer | 2026 | March",completed,13424,actions:post_engagement,2.97919622,40000,Lifetime,39992.73,108184,48888,2026-03-31,2026-03-06,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-18T08:30:59+0530,13424
2023-04-11,2026-04-08,"JM | Tiara | Engagement | Retainer | April",recently_completed,1716,actions:post_engagement,2.91375291,5000,Lifetime,5000,15744,13949,2026-04-02,2026-04-01,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-04-01T11:11:44+0530,1716
2023-04-11,2026-04-08,"Detail Targeting 18 - 55",active,2192582,reach,104.63895535,800000,Lifetime,229429.49,3240078,2192582,2026-04-30,2026-04-05,"7-day click or 1-day view",25313.28,ABSOLUTE_OCPM,2026-04-08T05:00:59+0530,169208
2023-04-11,2026-04-08,"Tamil Audience",not_delivering,,,,200000,Lifetime,0,0,0,2026-04-30,2026-04-05,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,
2023-04-11,2026-04-08,"Detail Targeting 18 - 55",active,319434,video_thruplay_watched_actions,0.81501205,2000000,Lifetime,260342.56,714843,682239,2026-04-30,2026-04-04,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-04-04T22:38:07+0530,451510
2023-04-11,2026-04-08,"JM | Tiara | Aurudu Campaign | Reach | Trailer | All Island",active,51781,reach,70.65004538,30000,Lifetime,3658.33,54388,51781,2026-04-10,2026-04-07,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-04-08T08:26:39+0530,1744
2023-04-11,2026-04-08,"JM | Tiara | Aurudu Campaign | Reach | Trailer | Galle",active,40122,reach,59.44992772,20000,Lifetime,2385.25,40122,40122,2026-04-10,2026-04-07,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-04-08T05:06:08+0530,1242
2023-04-11,2026-04-08,CBL_Tiara_GoChok_Launch_S_35Sec_TVC_Engagement_IG_All_Interest_29Aug2025,completed,26150,actions:post_engagement,0.30206195,"Using campaign budget",0,7898.92,58210,43700,2025-10-14,2025-08-31,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-09-01T17:50:59+0530,26150
2023-04-11,2026-04-08,CBL_Tiara_GoChok_Launch_S_5Sec_TVC_Engagement_IG_All_Interest_29Aug2025,completed,618141,actions:post_engagement,0.19689847,"Using campaign budget",0,121711.02,1170310,263182,2025-10-14,2025-09-02,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-09-02T17:52:17+0530,618141
2023-04-11,2026-04-08,Rollo,completed,1040657,video_thruplay_watched_actions,0.63421473,660000,Lifetime,660000,3879122,785544,2025-11-13,2025-10-13,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-10-13T16:35:00+0530,1576832
2023-04-11,2026-04-08,Rollo,completed,371347,actions:post_engagement,0.24234737,90000,Lifetime,89994.97,911041,418798,2025-11-13,2025-10-13,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-10-13T16:39:19+0530,371347
2023-04-11,2026-04-08,"JM | TIARA | TVC | ThruPlays | Oct 2025",inactive,2473443,video_thruplay_watched_actions,0.26682913,660000,Lifetime,659986.64,5632358,1928134,2025-11-16,2025-10-16,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-10-17T21:55:50+0530,3023934
2023-04-11,2026-04-08,"JM | TIARA | TVC | Engagement | Oct 2025",inactive,501823,actions:post_engagement,0.17933742,90000,Lifetime,89995.64,1257271,701587,2025-11-16,2025-10-16,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-10-17T21:56:06+0530,501823
2023-04-11,2026-04-08,"JM | Tiara | ThruPlays | Retainer | October",inactive,190421,video_thruplay_watched_actions,0.47260612,90000,Lifetime,89994.13,484055,328246,2025-11-15,2025-10-28,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-11-03T11:57:26+0530,266924
2023-04-11,2026-04-08,"JM | Tiara | ThruPlays | Retainer | November",inactive,56248,video_thruplay_watched_actions,0.52843923,30000,Lifetime,29723.65,198818,138369,2025-11-30,2025-11-14,"7-day click or 1-day view",0,CPA,2025-11-14T12:23:33+0530,88401
2023-04-11,2026-04-08,"JM | Tiara | Engagement  | Rasahara Suwa Suraksha | Intro | I",completed,378556,actions:post_engagement,0.13207972,50000,Lifetime,49999.57,581325,367981,2025-12-30,2025-12-12,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-12-16T14:11:18+0530,378556
2023-04-11,2026-04-08,"JM | Tiara | Engagement  | Rasahara Suwa Suraksha | II",completed,248171,actions:post_engagement,0.2014733,50000,Lifetime,49999.83,405547,271386,2025-12-30,2025-12-16,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-12-16T14:11:20+0530,248171
2023-04-11,2026-04-08,"JM | Tiara | Engagement  | Rasahara Suwa Suraksha | III",completed,238351,actions:post_engagement,0.20976803,50000,Lifetime,49998.42,412935,304967,2025-12-31,2025-12-19,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-12-19T10:02:04+0530,238351
2023-04-11,2026-04-08,"JM | Tiara | ThruPlays | Rasahara Suwa Suraksha | III",completed,262243,video_thruplay_watched_actions,0.76265143,200000,Lifetime,200000,610542,414211,2025-12-31,2025-12-19,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-12-19T10:06:46+0530,426593
2023-04-11,2026-04-08,"JM | Tiara | ThruPlays | Rasahara Suwa Suraksha | IV",completed,285908,video_thruplay_watched_actions,0.69952572,200000,Lifetime,200000,482373,268807,2025-12-31,2025-12-20,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-12-20T01:24:23+0530,377444
2023-04-11,2026-04-08,"JM | Tiara | Engagement  | Rasahara Suwa Suraksha | IV",completed,187800,actions:post_engagement,0.26623653,50000,Lifetime,49999.22,334217,223804,2025-12-31,2025-12-20,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-12-20T01:26:46+0530,187800
2023-04-11,2026-04-08,"JM | Tiara | Engagement | Christmas Recipes | I",completed,90262,actions:post_engagement,0.55391627,50000,Lifetime,49997.59,355999,198357,2025-12-31,2025-12-22,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-12-22T13:43:21+0530,90262
2023-04-11,2026-04-08,"JM | Tiara | ThruPlays | Christmas Recipes | I",completed,220543,video_thruplay_watched_actions,0.68013947,150000,Lifetime,150000,408869,279117,2025-12-31,2025-12-22,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-12-22T14:55:41+0530,272275
2023-04-11,2026-04-08,"JM | Tiara | ThruPlays | Christmas Recipes | II",completed,217391,video_thruplay_watched_actions,0.69000097,150000,Lifetime,150000,393644,275520,2025-12-31,2025-12-22,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-12-22T16:29:48+0530,264626
2023-04-11,2026-04-08,"JM | Tiara | ThruPlays | Christmas Recipes | III",completed,232785,video_thruplay_watched_actions,0.64437142,150000,Lifetime,150000,402681,280755,2025-12-31,2025-12-22,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-12-22T16:38:53+0530,290265
2023-04-11,2026-04-08,"JM | Tiara | Engagement | Christmas Recipes | II",completed,115502,actions:post_engagement,0.43283588,50000,Lifetime,49993.41,363234,261858,2025-12-31,2025-12-22,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-12-22T16:43:27+0530,115502
2023-04-11,2026-04-08,"JM | Tiara | Engagement | Christmas Recipes | III",completed,119858,actions:post_engagement,0.41714904,50000,Lifetime,49998.65,387818,288090,2025-12-31,2025-12-22,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-12-22T16:56:37+0530,119858
2023-04-11,2026-04-08,"JM | Tiara | ThruPlays | Christmas Recipes | IV",completed,223475,video_thruplay_watched_actions,0.67121602,150000,Lifetime,150000,395883,260847,2025-12-31,2025-12-23,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-12-23T01:38:11+0530,272189
2023-04-11,2026-04-08,"JM | Tiara | ThruPlays | Christmas Recipes | V",completed,231082,video_thruplay_watched_actions,0.64912023,150000,Lifetime,150000,394922,288579,2025-12-31,2025-12-23,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-12-23T01:52:53+0530,276450
2023-04-11,2026-04-08,"JM | Tiara | Engagement | Christmas Recipes | IV",completed,90401,actions:post_engagement,0.55307087,50000,Lifetime,49998.16,384354,231858,2025-12-31,2025-12-23,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-12-23T01:56:14+0530,90401
2023-04-11,2026-04-08,"JM | Tiara | Engagement | Christmas Recipes | V",completed,102904,actions:post_engagement,0.48583505,50000,Lifetime,49994.37,427160,262145,2025-12-31,2025-12-23,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-12-23T02:00:11+0530,102904
2023-04-11,2026-04-08,"JM | Tiara | ThruPlays | Retainer | 2026 | January",completed,129365,video_thruplay_watched_actions,0.46081027,60000,Lifetime,59612.72,385270,288698,2026-01-30,2026-01-27,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-01-28T13:09:59+0530,181539
2023-04-11,2026-04-08,CBL_Tiara_Rasa_Hara_Yathra_Kandy_Perahera_Engagement_Call_Static_05Aug2025,not_delivering,860,actions:click_to_call_native_call_placed,168.39676744,"Using campaign budget",0,144821.22,1022456,514878,2025-08-07,2025-08-05,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-08-05T13:06:22+0530,12846
2023-04-11,2026-04-08,CBL_Tiara_Rasa_Hara_Yathra_Kandy_Perahera_Awareness_Carousel_06Aug2025,not_delivering,2268382,reach,61.57362825,"Using campaign budget",0,139672.51,2497874,2268382,2025-08-07,2025-08-06,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-08-06T15:39:03+0530,1299
2023-04-11,2026-04-08,CBL_Tiara_Rasa_Hara_Yathra_Kandy_Perahera_Awareness_PhotoAlbum_02_08Aug2025,completed,6221680,reach,56.25418536,"Using campaign budget",0,349995.54,6490947,6221680,2025-08-24,2025-08-08,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-08-08T22:27:35+0530,81135
2023-04-11,2026-04-08,CBL_Tiara_Rasa_Hara_Yathra_Kandy_Perahera_Awareness_Video_03_11Aug2025,completed,2441869,reach,81.8361673,"Using campaign budget",0,199833.2,4176934,2441869,2025-08-17,2025-08-11,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-08-11T18:20:11+0530,815060
2023-04-11,2026-04-08,CBL_Tiara_GoChok_Awareness_Static_Teaser_FB_27Aug2025,completed,1219149,reach,51.44310499,"Using campaign budget",0,62716.81,1313313,1219149,2025-08-29,2025-08-27,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-08-27T20:54:42+0530,13485
2023-04-11,2026-04-08,CBL_Tiara_GoChok_Awareness_Static_Teaser_IG_27Aug2025,completed,148640,reach,48.9988563,"Using campaign budget",0,7283.19,148640,148640,2025-08-29,2025-08-27,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-08-27T20:54:43+0530,3071
2023-04-11,2026-04-08,CBL_Tiara_GoChok_Engagement_Static_Teaser_FB_27Aug2025,completed,60514,actions:post_engagement,0.42581651,"Using campaign budget",0,25767.86,168458,146407,2025-08-29,2025-08-27,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-08-27T21:03:39+0530,60514
2023-04-11,2026-04-08,CBL_Tiara_GoChok_Engagement_Static_Teaser_IG_27Aug2025,completed,8260,actions:post_engagement,0.51236562,"Using campaign budget",0,4232.14,20252,18563,2025-08-29,2025-08-27,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-08-27T21:03:40+0530,8260
2023-04-11,2026-04-08,CBL_Tiara_GoChok_Launch_S_35S_TVC_Awareness_FB_All_Interest_29Aug2025,completed,2427276,reach,45.58353891,"Using campaign budget",0,110643.83,2547326,2427276,2025-10-14,2025-08-29,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-09-02T17:35:20+0530,205757
2023-04-11,2026-04-08,CBL_Tiara_GoChok_Launch_S_35Sec_TVC_Engagement_FB_All_Interest_29Aug2025,completed,89704,actions:post_engagement,0.32226322,"Using campaign budget",0,28908.3,244051,146873,2025-10-14,2025-08-30,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-09-01T17:50:55+0530,89704
2023-04-11,2026-04-08,CBL_Tiara_GoChok_Launch_T_TVC_Awareness_FB_All_Interests_01Sep2025,completed,966106,reach,81.51787692,"Using campaign budget",0,78754.91,1084868,966106,2025-10-14,2025-09-01,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-09-01T18:15:31+0530,111918
2023-04-11,2026-04-08,CBL_Tiara_GoChok_Launch_T_TVC_Awareness_IG_All_Interests_01Sep2025,completed,132374,reach,84.94787496,"Using campaign budget",0,11244.89,134328,132374,2025-10-14,2025-09-01,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-09-01T18:15:31+0530,12251
2023-04-11,2026-04-08,CBL_Tiara_GoChok_Launch_T_TVC_Engagement_FB_All_Interest_01Sep2025,completed,92450,actions:post_engagement,0.27126198,"Using campaign budget",0,25078.17,212765,107765,2025-10-14,2025-09-01,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-09-01T23:24:14+0530,92450
2023-04-11,2026-04-08,CBL_Tiara_GoChok_Launch_T_TVC_Engagement_IG_All_Interest_01Sep2025,completed,16245,actions:post_engagement,0.30288027,"Using campaign budget",0,4920.29,41094,16719,2025-10-14,2025-09-01,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-09-01T23:24:13+0530,16245
2023-04-11,2026-04-08,CBL_Tiara_GoChok_Launch_S_5S_TVC_Awareness_FB_All_Interest_29Aug2025,completed,2771718,reach,43.93242025,"Using campaign budget",0,121768.28,2908688,2771718,2025-10-14,2025-09-02,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-09-02T17:43:22+0530,200113
2023-04-11,2026-04-08,CBL_Tiara_GoChok_Launch_S_5Sec_TVC_Engagement_FB_All_Interest_29Aug2025,completed,1462950,actions:post_engagement,0.21916401,"Using campaign budget",0,320625.99,3622453,1305456,2025-10-14,2025-09-02,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-09-02T17:46:21+0530,1462950
2023-04-11,2026-04-08,CBL_Tiara_GoChok_Launch_S_10Sec_TVC_Awareness_FB_All_Interest_29Aug2025,completed,3036716,reach,44.35885345,"Using campaign budget",0,134705.24,3294510,3036716,2025-10-14,2025-09-03,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-09-03T01:00:45+0530,247673
2023-04-11,2026-04-08,CBL_Tiara_GoChok_Launch_S_10Sec_TVC_Engagement_FB_All_Interest_29Aug2025,completed,1950,actions:post_engagement,0.21688205,"Using campaign budget",0,422.92,5475,4166,2025-10-14,2025-09-03,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-09-03T01:04:56+0530,1950
2023-04-11,2026-04-08,CBL_Tiara_GoChok_Launch_S_10Sec_TVC_Engagement_IG_All_Interest_29Aug2025,completed,789,actions:post_engagement,0.25707224,"Using campaign budget",0,202.83,1791,1331,2025-10-14,2025-09-03,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-09-03T01:20:08+0530,789
2023-04-11,2026-04-08,CBL_Tiara_GoChok_Launch_S_10Sec_TVC_Awareness_FB_Gamers_03Sep2025,completed,1265080,reach,47.31581402,"Using campaign budget",0,59858.29,1372117,1265080,2025-10-14,2025-09-04,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-09-04T10:29:50+0530,153628
2023-04-11,2026-04-08,CBL_Tiara_GoChok_Launch_S_10Sec_TVC_Awareness_FB_Students_03Sep2025,completed,1599032,reach,45.66664707,"Using campaign budget",0,73022.43,1677847,1599032,2025-10-14,2025-09-04,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-09-04T10:29:51+0530,113964
2023-04-11,2026-04-08,CBL_Tiara_GoChok_Launch_S_10Sec_TVC_Engagement_FB_Gamers_03Sep2025,completed,76,actions:post_engagement,0.18447368,"Using campaign budget",0,14.02,155,135,2025-10-14,2025-09-04,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-09-04T10:37:16+0530,76
2023-04-11,2026-04-08,CBL_Tiara_GoChok_Launch_S_10Sec_TVC_Engagement_FB_Students_03Sep2025,completed,98,actions:post_engagement,0.18938776,"Using campaign budget",0,18.56,289,237,2025-10-14,2025-09-04,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-09-04T10:37:15+0530,98
2023-04-11,2026-04-08,CBL_Tiara_GoChok_Launch_S_10Sec_TVC_Engagement_IG_Gamers_03Sep2025,completed,69,actions:post_engagement,0.23144928,"Using campaign budget",0,15.97,149,137,2025-10-14,2025-09-04,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-09-04T10:53:27+0530,69
2023-04-11,2026-04-08,CBL_Tiara_GoChok_Launch_S_10Sec_TVC_Engagement_IG_Students_03Sep2025,completed,666,actions:post_engagement,0.25714715,"Using campaign budget",0,171.26,1625,1202,2025-10-14,2025-09-04,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-09-04T10:53:30+0530,666
2023-04-11,2026-04-08,CBL_Tiara_Rasa_Hara_Yathra_Thalavila_Feast_GEO_Awareness_Photo_Album_Mannar_01Aug2025,completed,3601,reach,43.16301027,"Using campaign budget",0,155.43,4689,3601,2025-08-06,2025-08-03,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-08-03T03:07:11+0530,16
2023-04-11,2026-04-08,CBL_Tiara_Rasa_Hara_Yathra_Thalavila_Feast_Awareness_Video_03Aug2025,completed,2869049,reach,52.28213251,"Using campaign budget",0,150000,3444047,2869049,2025-08-07,2025-08-04,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-08-04T10:34:43+0530,335305
2023-04-11,2026-04-08,CBL_Tiara_Rasa_Hara_Yathra_Thalavila_Feast_GEO_Awareness_Video_Chillaw_04Aug2025,completed,5379,reach,47.85090165,"Using campaign budget",0,257.39,6678,5379,2025-08-07,2025-08-04,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-08-04T10:44:07+0530,707
2023-04-11,2026-04-08,CBL_Tiara_Rasa_Hara_Yathra_Thalavila_Feast_GEO_Awareness_Video_Wadduwa_04Aug2025,completed,3295,reach,48.78907436,"Using campaign budget",0,160.76,4133,3295,2025-08-07,2025-08-04,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-08-04T10:44:05+0530,359
2023-04-11,2026-04-08,CBL_Tiara_Rasa_Hara_Yathra_Thalavila_Feast_GEO_Awareness_Video_Colombo_04Aug2025,completed,821104,reach,56.28575674,"Using campaign budget",0,46216.46,1166177,821104,2025-08-07,2025-08-04,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-08-04T10:44:15+0530,85701
2023-04-11,2026-04-08,CBL_Tiara_Rasa_Hara_Yathra_Thalavila_Feast_GEO_Awareness_Video_Mannar_04Aug2025,completed,3802,reach,50.44976328,"Using campaign budget",0,191.81,4750,3802,2025-08-07,2025-08-04,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-08-04T10:44:13+0530,357
2023-04-11,2026-04-08,CBL_Tiara_Rasa_Hara_Yathra_Thalavila_Feast_GEO_Awareness_Video_Jaffna_04Aug2025,completed,19016,reach,55.73727387,"Using campaign budget",0,1059.9,26123,19016,2025-08-07,2025-08-04,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-08-04T10:43:54+0530,1461
2023-04-11,2026-04-08,CBL_Tiara_Rasa_Hara_Yathra_Thalavila_Feast_GEO_Awareness_Video_Negombo_04Aug2025,completed,44007,reach,47.80330402,"Using campaign budget",0,2103.68,53735,44007,2025-08-07,2025-08-04,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-08-04T10:43:56+0530,5197
2023-04-11,2026-04-08,CBL_Tiara_Rasa_Hara_Yathra_Kandy_Perahera_Awareness_Static_05Aug2025,not_delivering,4166806,reach,57.11288455,"Using campaign budget",0,237978.31,4462869,4166806,2025-08-07,2025-08-05,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-08-05T13:05:22+0530,10119
2023-04-11,2026-04-08,CBL_Tiara_Rasa_Hara_Yathra_Thalavila_Feast_Awareness_Photo_Album_02_04Aug2025,completed,766649,reach,52.17443706,40000,Lifetime,39999.48,1013044,766649,2025-08-07,2025-08-05,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-08-05T15:34:20+0530,2079
2023-04-11,2026-04-08,CBL_Tiara_Rasa_Hara_Yathra_Thalavila_Feast_GEO_Awareness_Photo_Album_02_Chillaw_04Aug2025,completed,2535,reach,46.65088757,"Using campaign budget",0,118.26,3062,2535,2025-08-07,2025-08-05,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-08-05T15:39:04+0530,36
2023-04-11,2026-04-08,CBL_Tiara_Rasa_Hara_Yathra_Thalavila_Feast_GEO_Awareness_Photo_Album_02_Mannar_04Aug2025,completed,2316,reach,47.71588946,"Using campaign budget",0,110.51,2860,2316,2025-08-07,2025-08-05,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-08-05T15:38:46+0530,33
2023-04-11,2026-04-08,CBL_Tiara_Rasa_Hara_Yathra_Thalavila_Feast_GEO_Awareness_Photo_Album_02_Negombo_04Aug2025,completed,15946,reach,46.57029976,"Using campaign budget",0,742.61,19054,15946,2025-08-07,2025-08-05,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-08-05T15:38:52+0530,227
2023-04-11,2026-04-08,CBL_Tiara_Rasa_Hara_Yathra_Thalavila_Feast_GEO_Awareness_Photo_Album_02_Wadduwa_04Aug2025,completed,1290,reach,46.86821705,"Using campaign budget",0,60.46,1558,1290,2025-08-07,2025-08-05,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-08-05T15:38:52+0530,18
