"Reporting starts","Reporting ends","Ad set name","Ad set delivery",Results,"Result indicator","Cost per results","Ad set budget","Ad set budget type","Amount spent (LKR)",Impressions,Reach,Ends,Starts,"Attribution setting",Bid,"Bid type","Last significant edit","Post engagements"
2023-04-11,2026-04-08,"March product 5",inactive,39070,actions:post_engagement,0.25594395,10000,Lifetime,9999.73,104419,88118,2024-08-15,2024-08-13,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-08-13T16:32:24+0530,39070
2023-04-11,2026-04-08,"Rollo TVC - IG",inactive,196189,video_thruplay_watched_actions,1.27428143,250000,Lifetime,250000,1728304,395239,2024-09-30,2024-09-01,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,428593
2023-04-11,2026-04-08,"Rollo static post 03 - FB",inactive,404484,reach,30.90357097,12500,Lifetime,12500,414030,404484,2024-10-05,2024-09-30,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-09-30T10:40:00+0530,237
2023-04-11,2026-04-08,"Rollo static post 03 - IG",inactive,202246,reach,61.80591952,12500,Lifetime,12500,216292,202246,2024-10-07,2024-09-30,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-09-30T10:45:39+0530,69
2023-04-11,2026-04-08,"Rollo static post 04 - FB",inactive,397127,reach,31.47607692,12500,Lifetime,12500,416787,397127,2024-10-05,2024-09-30,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,347
2023-04-11,2026-04-08,"Rollo static post 04 - IG",inactive,197307,reach,63.3530488,12500,Lifetime,12500,215703,197307,2024-10-07,2024-09-30,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,67
2023-04-11,2026-04-08,"Rollo GIF post 02 - FB",inactive,447155,reach,30.74996366,13750,Lifetime,13750,449972,447155,2024-10-05,2024-09-30,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,23520
2023-04-11,2026-04-08,"Rollo GIF post 02 - IG",inactive,209727,reach,65.56142032,13750,Lifetime,13750,227165,209727,2024-10-07,2024-09-30,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-09-30T11:13:31+0530,8363
2023-04-11,2026-04-08,"Rollo static post 05 - FB",inactive,371383,reach,33.65746413,12500,Lifetime,12499.81,393214,371383,2024-10-07,2024-10-02,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,330
2023-04-11,2026-04-08,"Rollo static post 05 - IG",inactive,193755,reach,64.51446414,12500,Lifetime,12500,203898,193755,2024-10-07,2024-10-02,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,162
2023-04-11,2026-04-08,"Rollo Giveaway announcement post",inactive,463663,reach,43.13477677,20000,Lifetime,20000,599475,463663,2024-10-15,2024-10-04,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,426
2023-04-11,2026-04-08,"Rollo static post 06 - FB",inactive,357176,reach,34.9967523,12500,Lifetime,12500,379537,357176,2024-10-17,2024-10-11,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-10-11T12:02:35+0530,298
2023-04-11,2026-04-08,"Rollo static post 06 - IG",inactive,222054,reach,56.29261351,12500,Lifetime,12500,227433,222054,2024-10-17,2024-10-11,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,102
2023-04-11,2026-04-08,"Rollo static post 07 - FB",inactive,341859,reach,36.56478256,12500,Lifetime,12500,369312,341859,2024-10-17,2024-10-11,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,166
2023-04-11,2026-04-08,"Rollo static post 07 - IG",inactive,216744,reach,57.67172332,12500,Lifetime,12500,222294,216744,2024-10-17,2024-10-11,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,95
2023-04-11,2026-04-08,"Children's day wish",inactive,548031,reach,27.37071443,15000,Lifetime,15000,575955,548031,2023-10-03,2023-10-01,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,1258
2023-04-11,2026-04-08,"Roll in to the day",inactive,235451,reach,31.8537615,7500,Lifetime,7500,242765,235451,2023-10-18,2023-10-15,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,339
2023-04-11,2026-04-08,"Clock -  GIF",inactive,277426,reach,36.04564821,10000,Lifetime,10000,295837,277426,2023-10-19,2023-10-16,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,14306
2023-04-11,2026-04-08,"Family Bonding over the cake",inactive,272496,reach,36.69778639,10000,Lifetime,10000,281619,272496,2023-10-22,2023-10-18,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,475
2023-04-11,2026-04-08,"Product Range",inactive,239191,reach,41.8075931,10000,Lifetime,10000,250275,239191,2023-10-22,2023-10-20,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,209
2023-04-11,2026-04-08,"Special moments",inactive,197829,reach,37.91152965,7500,Lifetime,7500,202597,197829,2023-10-28,2023-10-25,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,256
2023-04-11,2026-04-08,"Halloween GIF",inactive,324833,reach,30.78504955,10000,Lifetime,10000,334773,324833,2023-11-02,2023-10-31,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,27222
2023-04-11,2026-04-08,"Butter half cake",inactive,366530,reach,27.28289635,10000,Lifetime,10000,377786,366530,2023-11-04,2023-11-01,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,681
2023-04-11,2026-04-08,"Pineapple layer cake",inactive,341033,reach,29.32267552,10000,Lifetime,10000,347989,341033,2023-11-08,2023-11-06,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,800
2023-04-11,2026-04-08,"Floyd and Jolene - FB",inactive,5399,actions:post_engagement,1.85219485,10000,Lifetime,10000,68588,48478,2024-07-25,2024-07-22,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-07-22T18:01:01+0530,5399
2023-04-11,2026-04-08,"Floyd and Jolene - IG",inactive,3592,actions:post_engagement,2.78396437,10000,Lifetime,10000,40185,30633,2024-07-25,2024-07-22,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,3592
2023-04-11,2026-04-08,"Friendship day - FB",inactive,2792,actions:post_engagement,7.16332378,20000,Lifetime,20000,41064,25891,2024-07-31,2024-07-29,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-07-29T17:45:31+0530,2792
2023-04-11,2026-04-08,"Friendship day - IG",inactive,2600,actions:post_engagement,7.69230769,20000,Lifetime,20000,18606,13091,2024-07-31,2024-07-29,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-07-29T17:45:42+0530,2600
2023-04-11,2026-04-08,"July moment 1 - FB",inactive,162601,reach,30.75011839,5000,Lifetime,5000,162601,162601,2024-08-12,2024-08-10,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,117
2023-04-11,2026-04-08,"July moment 1 - IG",inactive,108771,reach,45.96813489,5000,Lifetime,5000,110155,108771,2024-08-12,2024-08-10,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,212
2023-04-11,2026-04-08,"June Product 2 - FB",inactive,157562,reach,31.73353981,5000,Lifetime,5000,157562,157562,2024-08-15,2024-08-13,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-08-13T16:12:48+0530,76
2023-04-11,2026-04-08,"June Product 2 - IG",inactive,113857,reach,43.91464732,5000,Lifetime,4999.99,114274,113857,2024-08-15,2024-08-13,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,37
2023-04-11,2026-04-08,"July product 5 - FB",inactive,161378,reach,30.98315756,5000,Lifetime,5000,161378,161378,2024-08-15,2024-08-13,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,71
2023-04-11,2026-04-08,"July product 5 - IG",inactive,112330,reach,44.51170658,5000,Lifetime,5000,114379,112330,2024-08-15,2024-08-13,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,29
2023-04-11,2026-04-08,"June product 3 - FB",inactive,183711,reach,27.21666095,5000,Lifetime,5000,183711,183711,2024-08-18,2024-08-16,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-08-16T13:44:42+0530,15942
2023-04-11,2026-04-08,"June product 3 - IG",inactive,115904,reach,43.13889081,5000,Lifetime,4999.97,119887,115904,2024-08-18,2024-08-16,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,3828
2023-04-11,2026-04-08,"June moment 01 - FB",inactive,148303,reach,26.79649097,5000,Lifetime,3974,148681,148303,2024-08-22,2024-08-16,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,12918
2023-04-11,2026-04-08,"June moment 01 - IG",inactive,74732,reach,41.40890114,5000,Lifetime,3094.57,75866,74732,2024-08-22,2024-08-16,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-08-20T15:39:22+0530,2891
2023-04-11,2026-04-08,"July product 03 - FB",inactive,,,,5000,Lifetime,0,0,0,2024-09-29,2024-09-27,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,
2023-04-11,2026-04-08,"July product 03 - IG",inactive,,,,5000,Lifetime,0,0,0,2024-09-29,2024-09-27,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,
2023-04-11,2026-04-08,"official statement - Sinhala",inactive,2208170,reach,45.28636835,100000,Lifetime,100000,2394540,2208170,2023-08-22,2023-08-18,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,12103
2023-04-11,2026-04-08,"official statement - English",inactive,1115129,reach,44.83786181,50000,Lifetime,50000,1177987,1115129,2023-08-22,2023-08-18,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,1976
2023-04-11,2026-04-08,"official statement - Tamil",inactive,233955,reach,42.74326259,10000,Lifetime,10000,239502,233955,2023-08-22,2023-08-18,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,1984
2023-04-11,2026-04-08,"Product TVC - Sinhala - 30 Sec - Video views",inactive,109984,video_thruplay_watched_actions,0.45461158,50000,Lifetime,50000,144197,79081,2023-08-31,2023-08-19,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,120521
2023-04-11,2026-04-08,"Product TVC - Sinhala - 30 Sec - Reach",inactive,1835758,reach,68.09176373,125000,Lifetime,125000,2588480,1835758,2023-08-31,2023-08-19,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,171673
2023-04-11,2026-04-08,"Product TVC - Tamil - 30 Sec - Video views",inactive,102323,video_thruplay_watched_actions,0.48864869,50000,Lifetime,50000,144936,92455,2023-08-31,2023-08-19,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,116282
2023-04-11,2026-04-08,"Product TVC - Tamil - 30 Sec - Reach",inactive,881115,reach,113.4925634,100000,Lifetime,100000,1399832,881115,2023-08-31,2023-08-19,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,137826
2023-04-11,2026-04-08,"Lifestyle TVC - Sinhala - 45 Sec - Video views",inactive,106183,video_thruplay_watched_actions,0.47088517,50000,Lifetime,50000,147399,96789,2023-08-31,2023-08-19,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,121618
2023-04-11,2026-04-08,"Lifestyle TVC - Sinhala - 45 Sec - Reach",inactive,1769979,reach,70.62230682,125000,Lifetime,125000,2524307,1769979,2023-08-31,2023-08-19,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,228862
2023-04-11,2026-04-08,"Lifestyle TVC - Sinhala - 5 Sec - Reach",inactive,2249889,reach,77.781615,175000,Lifetime,175000,3404117,2249889,2023-08-31,2023-08-19,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,243101
2023-04-11,2026-04-08,"Product TVC - Tamil - 5 Sec - Reach",inactive,1078227,reach,139.11727308,150000,Lifetime,150000,1877529,1078227,2023-08-31,2023-08-19,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,316400
2023-04-11,2026-04-08,"Product TVC - Sinhala - 5 Sec - Reach",inactive,2400566,reach,72.89947454,175000,Lifetime,175000,3581453,2400566,2023-08-31,2023-08-19,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,460809
2023-04-11,2026-04-08,"children's day - Hiru Daruwo",inactive,244011,reach,40.98175902,10000,Lifetime,10000,250315,244011,2023-10-01,2023-09-27,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,356
2023-04-11,2026-04-08,"Poya day post",inactive,225547,reach,44.3366571,10000,Lifetime,10000,235287,225547,2023-09-29,2023-09-28,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,444
2023-04-11,2026-04-08,"GIF - Toast",inactive,348688,reach,28.6789336,10000,Lifetime,10000,356449,348688,2023-11-08,2023-11-06,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,33886
2023-04-11,2026-04-08,"Swiss Roll - held in different hands",inactive,262279,reach,38.12733768,10000,Lifetime,10000,268536,262279,2023-11-10,2023-11-08,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,303
2023-04-11,2026-04-08,"April Cakery 4 - FB",inactive,178097,reach,28.07458857,5000,Lifetime,5000,178097,178097,2024-07-03,2024-07-01,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-07-01T13:04:01+0530,369
2023-04-11,2026-04-08,"April Cakery 4 - IG",inactive,123237,reach,40.57223074,5000,Lifetime,5000,123237,123237,2024-07-03,2024-07-01,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,83
2023-04-11,2026-04-08,"April moment 4 - FB",inactive,156051,reach,32.04080717,5000,Lifetime,5000,157088,156051,2024-07-05,2024-07-03,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,453
2023-04-11,2026-04-08,"April moment 4 - IG",inactive,111941,reach,44.66638676,5000,Lifetime,5000,113405,111941,2024-07-05,2024-07-03,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,40
2023-04-11,2026-04-08,"March Cakery 2 - FB",inactive,152478,reach,32.79161584,5000,Lifetime,5000,153713,152478,2024-07-07,2024-07-05,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,269
2023-04-11,2026-04-08,"March Cakery 2 - IG",inactive,105059,reach,47.59230528,5000,Lifetime,5000,109070,105059,2024-07-07,2024-07-05,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,38
2023-04-11,2026-04-08,"June moment 02 - FB",inactive,157070,reach,31.83294073,5000,Lifetime,5000,157070,157070,2024-07-07,2024-07-05,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,448
2023-04-11,2026-04-08,"June moment 02 - IG",inactive,107100,reach,46.6853408,5000,Lifetime,5000,107752,107100,2024-07-07,2024-07-05,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,101
2023-04-11,2026-04-08,"May Moment 3 - FB",inactive,153185,reach,32.64027157,5000,Lifetime,5000,157520,153185,2024-07-18,2024-07-16,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-07-16T12:36:46+0530,335
2023-04-11,2026-04-08,"April 2023 - Avurudu Nakath Litha",inactive,995680,reach,40.17354973,40000,Lifetime,40000,995680,995680,2023-04-14,2023-04-11,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,33726
2023-04-11,2026-04-08,test,inactive,,,,10000,Lifetime,0,0,0,2023-05-12,2023-04-12,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,
2023-04-11,2026-04-08,"Engagement - Avurudu Competition",inactive,19351,actions:post_engagement,6.45961449,125000,Lifetime,125000,458681,197908,2023-04-16,2023-04-12,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,19351
2023-04-11,2026-04-08,"Avurudu engagment 1",inactive,13767,actions:post_engagement,5.81099731,80000,Lifetime,80000,334083,196295,2023-04-17,2023-04-12,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,13767
2023-04-11,2026-04-08,"Engagement -  Avurudu engagment 2 (Sagawunu amuththa)",inactive,43781,actions:post_engagement,1.82727667,80000,Lifetime,80000,608173,409460,2023-04-17,2023-04-13,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,43781
2023-04-11,2026-04-08,"Engagement - Avurudu wish",inactive,355081,actions:post_engagement,0.28162588,100000,Lifetime,100000,580664,451785,2023-04-16,2023-04-14,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,355081
2023-04-11,2026-04-08,"Avurudu winner post - April",inactive,1652087,reach,45.39712497,75000,Lifetime,75000,1699347,1652087,2023-04-22,2023-04-19,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,4773
2023-04-11,2026-04-08,"Tea with Raisen cake - FB",inactive,3339,actions:post_engagement,1.49745433,5000,Lifetime,5000,32120,24792,2023-11-19,2023-11-17,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,3339
2023-04-11,2026-04-08,"Tea with Raisen cake - IG",inactive,2327,actions:post_engagement,2.1486893,5000,Lifetime,5000,20350,15418,2023-11-19,2023-11-17,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,2327
2023-04-11,2026-04-08,"Favourite Swiss Roll Flavour - FB",inactive,1362,actions:post_engagement,3.67107195,5000,Lifetime,5000,23755,16672,2023-11-25,2023-11-23,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,1362
2023-04-11,2026-04-08,"Tiara June moment 3 - FB",inactive,3339,actions:post_engagement,1.49745433,5000,Lifetime,5000,40575,35299,2024-06-17,2024-06-16,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,3339
2023-04-11,2026-04-08,"Tiara June moment 3 - IG",inactive,1058,actions:post_engagement,4.72589792,5000,Lifetime,5000,13905,12260,2024-06-17,2024-06-16,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,1058
2023-04-11,2026-04-08,"product 4 - FB",inactive,3372,actions:post_engagement,4.0776987,13750,Lifetime,13750,95126,49454,2024-07-07,2024-06-26,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-06-26T17:33:17+0530,3372
2023-04-11,2026-04-08,"product 4 - IG",inactive,588,actions:post_engagement,6.37743197,3750,Lifetime,3749.93,4517,3712,2024-06-28,2024-06-26,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,588
2023-04-11,2026-04-08,"May Moment 3 - IG",inactive,114169,reach,43.79472536,5000,Lifetime,5000,117988,114169,2024-07-18,2024-07-16,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,46
2023-04-11,2026-04-08,"April moments 03 - FB",inactive,128897,reach,38.79066231,5000,Lifetime,5000,128897,128897,2024-07-20,2024-07-18,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,177
2023-04-11,2026-04-08,"April moments 03 - IG",inactive,99948,reach,50.02601353,5000,Lifetime,5000,103691,99948,2024-07-20,2024-07-18,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,22
2023-04-11,2026-04-08,"June cakery 02 - FB",inactive,140407,reach,35.61076015,5000,Lifetime,5000,140407,140407,2024-07-21,2024-07-19,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,307
2023-04-11,2026-04-08,"June cakery 02 - IG",inactive,102332,reach,48.86057147,5000,Lifetime,5000,105360,102332,2024-07-21,2024-07-19,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,28
2023-04-11,2026-04-08,"June Cakery 03 - FB",inactive,144246,reach,34.66300625,5000,Lifetime,5000,144246,144246,2024-07-25,2024-07-23,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-07-23T14:53:36+0530,249
2023-04-11,2026-04-08,"June Cakery 03 - IG",inactive,101130,reach,49.44062098,5000,Lifetime,4999.93,104547,101130,2024-07-25,2024-07-23,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,24
2023-04-11,2026-04-08,"June moment 4 - FB",inactive,118547,reach,42.17736425,5000,Lifetime,5000,118547,118547,2024-07-27,2024-07-25,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,203
2023-04-11,2026-04-08,"June moment 4 - IG",inactive,90258,reach,55.39675153,5000,Lifetime,5000,94981,90258,2024-07-27,2024-07-25,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,37
2023-04-11,2026-04-08,"July cakery 02 - FB",inactive,123460,reach,40.49894703,5000,Lifetime,5000,127434,123460,2024-07-29,2024-07-27,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,298
2023-04-11,2026-04-08,"July cakery 02 - IG",inactive,94936,reach,52.66705991,5000,Lifetime,5000,100598,94936,2024-07-29,2024-07-27,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,63
2023-04-11,2026-04-08,"Diwali post",inactive,286705,reach,34.87905687,10000,Lifetime,10000,294372,286705,2023-11-12,2023-11-12,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,10481
2023-04-11,2026-04-08,Galaxy,inactive,244212,reach,40.94802876,10000,Lifetime,10000,259578,244212,2023-11-19,2023-11-17,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,269
2023-04-11,2026-04-08,"Ingredients - Doodles",inactive,250137,reach,39.97809201,10000,Lifetime,10000,251135,250137,2023-11-24,2023-11-21,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,690
2023-04-11,2026-04-08,"Favourite Swiss Roll Flavour - IG",inactive,902,actions:post_engagement,5.54312639,5000,Lifetime,4999.9,7644,6002,2023-11-25,2023-11-23,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,902
2023-04-11,2026-04-08,Medal,inactive,235297,reach,42.49947938,10000,Lifetime,10000,245714,235297,2023-11-27,2023-11-25,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,357
2023-04-11,2026-04-08,Beach,inactive,259022,reach,38.60675927,10000,Lifetime,10000,259527,259022,2023-11-29,2023-11-27,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,288
2023-04-11,2026-04-08,"Chocolate cake - FB",inactive,2459,actions:post_engagement,2.03334689,5000,Lifetime,5000,31775,23201,2023-12-02,2023-11-29,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,2459
2023-04-11,2026-04-08,"Chocolate cake - IG",inactive,1964,actions:post_engagement,2.54580448,5000,Lifetime,4999.96,20571,14937,2023-12-02,2023-11-29,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,1964
2023-04-11,2026-04-08,"Strawberry Cake",inactive,285607,reach,35.01314744,10000,Lifetime,10000,307363,285607,2023-12-03,2023-11-29,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,446
2023-04-11,2026-04-08,"Rocket  - FB",inactive,16408,actions:post_engagement,0.3047294,5000,Lifetime,5000,26518,22148,2023-12-10,2023-12-07,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,16408
2023-04-11,2026-04-08,"Rocket  - IG",inactive,10844,actions:post_engagement,0.46108447,5000,Lifetime,5000,37074,26069,2023-12-10,2023-12-07,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,10844
2023-04-11,2026-04-08,Picnic,inactive,231580,reach,43.1816219,10000,Lifetime,10000,242882,231580,2023-12-10,2023-12-07,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,324
2023-04-11,2026-04-08,"Christmas giveaway - FB",inactive,427353,actions:post_engagement,0.23984856,102500,Lifetime,102500,1093030,497958,2023-12-26,2023-12-11,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,427353
2023-04-11,2026-04-08,"Christmas giveaway - IG",inactive,200068,actions:post_engagement,0.51232581,102500,Lifetime,102500,693226,327334,2023-12-26,2023-12-11,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,200068
2023-04-11,2026-04-08,"Couple shot",inactive,219244,reach,45.61128241,10000,Lifetime,10000,227667,219244,2023-12-17,2023-12-15,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,487
2023-04-11,2026-04-08,"Chocolate photoshoot - FB",inactive,4167,actions:post_engagement,1.19990401,5000,Lifetime,5000,39673,29735,2023-12-26,2023-12-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,4167
2023-04-11,2026-04-08,"Chocolate photoshoot - IG",inactive,1760,actions:post_engagement,2.84080114,5000,Lifetime,4999.81,14031,10980,2023-12-26,2023-12-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,1760
2023-04-11,2026-04-08,"Christmas Wish - FB",inactive,10902,actions:post_engagement,0.45863144,5000,Lifetime,5000,26057,25603,2023-12-26,2023-12-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,10902
2023-04-11,2026-04-08,"Christmas Wish - IG",inactive,6812,actions:post_engagement,0.73397681,5000,Lifetime,4999.85,31717,26767,2023-12-26,2023-12-25,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,6812
2023-04-11,2026-04-08,"Chocolate Swiss Roll with icing sugar - FB",inactive,2126,actions:post_engagement,2.35183443,5000,Lifetime,5000,29759,20751,2023-12-28,2023-12-26,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,2126
2023-04-11,2026-04-08,"Chocolate Swiss Roll with icing sugar - IG",inactive,1732,actions:post_engagement,2.88679561,5000,Lifetime,4999.93,17899,14005,2023-12-28,2023-12-26,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,1732
2023-04-11,2026-04-08,"Evening Tea Snack  - FB",inactive,1602,actions:post_engagement,3.12109863,5000,Lifetime,5000,21501,15393,2023-12-31,2023-12-29,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,1602
2023-04-11,2026-04-08,"Evening Tea Snack  - IG",inactive,1439,actions:post_engagement,3.47463516,5000,Lifetime,5000,12735,9609,2023-12-31,2023-12-29,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,1439
2023-04-11,2026-04-08,"Swiss roll 3 diferent flavour - FB",inactive,2356,actions:post_engagement,2.12224109,5000,Lifetime,5000,38558,24435,2024-01-06,2024-01-04,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,2356
2023-04-11,2026-04-08,"Swiss roll 3 diferent flavour - IG",inactive,1994,actions:post_engagement,2.50752257,5000,Lifetime,5000,19474,14477,2024-01-06,2024-01-04,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,1994
2023-04-11,2026-04-08,"Strawberry layers - FB",inactive,1568,actions:post_engagement,3.18877551,5000,Lifetime,5000,29946,23483,2023-10-29,2023-10-27,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,1568
2023-04-11,2026-04-08,"Strawberry layers - IG",inactive,1194,actions:post_engagement,4.18760469,5000,Lifetime,5000,12160,9557,2023-10-29,2023-10-27,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,1194
2023-04-11,2026-04-08,"Cake difference  - FB",inactive,4347,actions:post_engagement,1.72532781,7500,Lifetime,7500,94437,76364,2023-11-01,2023-10-30,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,4347
2023-04-11,2026-04-08,"Cake difference  - IG",inactive,2082,actions:post_engagement,3.60230548,7500,Lifetime,7500,26630,21128,2023-11-01,2023-10-30,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,2082
2023-04-11,2026-04-08,"Taste the magic - FB",inactive,3014,actions:post_engagement,2.48838752,7500,Lifetime,7500,51791,34540,2023-11-06,2023-11-04,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,3014
2023-04-11,2026-04-08,"Taste the magic - IG",inactive,2929,actions:post_engagement,2.56056333,7500,Lifetime,7499.89,26841,19203,2023-11-06,2023-11-04,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,2929
2023-04-11,2026-04-08,"Swiss Roll doodle",inactive,217628,reach,45.94996967,10000,Lifetime,10000,217628,217628,2023-12-21,2023-12-18,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,389
2023-04-11,2026-04-08,"Rollo pack",inactive,225288,reach,44.38762828,10000,Lifetime,10000,234604,225288,2023-12-26,2023-12-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,366
2023-04-11,2026-04-08,"Yule lug",inactive,235615,reach,42.44211956,10000,Lifetime,10000,243922,235615,2023-12-26,2023-12-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,517
